SKU,Product,Shipments with extra charge,Extra charged ($),By service,By type
GSK0406BK12PK,Gallery Wall Picture Frames Sets - Americanflat - 4x6 / Black / 12 Pack,5,14.23,FedEx (service not itemized) $10.33; UPS (service not itemized) $2.01; UPS Ground Saver $1.89,Billed above label cost $10.33; Carrier re-rate after label $3.90
BJ5060BXHRTCRM,Americanflat 50x60 Jacquard Fleece Throw Blanket - Cream Heart Polyester Fleece,3,14.22,FedEx (service not itemized) $14.22,Billed above label cost $14.22
A2WHT,"Americanflat A2 Poster frame, White",8,14.14,UPS Ground Saver $14.14,Carrier re-rate after label $14.14
MP-PVC-LX-1418-1414-BLK-4SET,Americanflat Set of 4 Picture Frames  | Gallery Wall Frame Set - 14 x 18 / Black,4,14.14,UPS (service not itemized) $7.85; UPS Ground Saver $4.20; FedEx (service not itemized) $2.09,Carrier re-rate after label $12.05; Billed above label cost $2.09
SBD1111BLK,Americanflat Front Opening 11x11 Shadow Box Frame with Shatter-Resistant Glass - Shadow Box Display Case for Tabletop and Wall Display - Black,10,14.14,FedEx (service not itemized) $6.63; UPS (service not itemized) $5.95; USPS Ground Advantage $0.91; UPS Ground Saver $0.65,Billed above label cost $12.58; Carrier re-rate after label $1.56
MP-MDF-WMW-1114-PINK-810,"Americanflat 11""x14"" Wide Molding Picture Frame - Pink",9,14.13,UPS Ground Saver $11.49; UPS (service not itemized) $2.64,Carrier re-rate after label $11.49; Billed above label cost $2.64
LX1115BLKNOMAT,Picture Frame | Slim Molding | Streamline Collection - 11x15 / Black,5,14.13,UPS Ground Saver $13.57; FedEx (service not itemized) $0.56,Carrier re-rate after label $13.57; Billed above label cost $0.56
MW1111PNICKEL,Americanflat 11x11 Picture Frame in Silver - Displays 8x8 With Mat and 11x11 Without Mat - Composite Wood with Shatter Resistant Glass,5,14.12,UPS (service not itemized) $10.26; USPS Ground Advantage $1.95; UPS Ground Saver $1.91,Carrier re-rate after label $14.12
MP-ALU-AL-1620-BLACK-1114,Americanflat Aluminum 16 x 20 Picture Frame - Black,1,14.11,FedEx (service not itemized) $14.11,Carrier re-rate after label $14.11
MW0509BLKNOMAT,Signature Unmatted Picture Frame - Black / 5x9 / 1 Pack,2,14.1,USPS Ground Advantage $7.27; UPS Ground Saver $6.83,Carrier re-rate after label $7.27; Billed above label cost $6.83
WMW1117BLK812,Americanflat 11x17 Picture Frame - Use as 8x12 Frame with Mat or Display 11x17 Photo Without Mat - Hudson Collection - Black,7,13.89,UPS Ground Saver $12.21; FedEx (service not itemized) $1.68,Carrier re-rate after label $12.21; Billed above label cost $1.68
LX1114WHTNOMAT,Americanflat 11x14 Picture Frame with Shatter-Resistant Glass - Streamline Collection - Thin Border Picture Frame for Wall Display - Hanging Hardware,5,13.89,FedEx (service not itemized) $13.89,Billed above label cost $13.89
PS1218BK11172PK,"Set of 2 - Classic Gallery Picture Frame with Mat | Galleria Collection - 12"" x 18"" / Black",3,13.87,UPS (service not itemized) $6.40; UPS Ground Saver $5.67; USPS Ground Advantage $1.80,Carrier re-rate after label $13.87
MP-PES-SHOW-A281P886-7174,71x74 Modern Abstract Shower Curtain - 100% Polyester - Water-Resistant Bath Curtain,7,13.78,UPS Ground Saver $13.46; FedEx (service not itemized) $0.32,Carrier re-rate after label $13.46; Billed above label cost $0.32
MP-PVC-PS-1216-BLACK-912-2PK,Americanflat 2 Pack of 12x16 Frames with 9x12 Mat - Plexiglass Cover - Black,5,13.75,USPS Ground Advantage $6.88; UPS (service not itemized) $6.40; UPS Ground Saver $0.35; FedEx (service not itemized) $0.12,Carrier re-rate after label $13.62; Billed above label cost $0.12
LX1216BLK,Americanflat 12x16 Picture Frame in Black with Plexiglass - Displays 8x12 With Mat and 12x16 Without Mat - Horizontal and Vertical Formats for Wall,5,13.74,UPS Ground Saver $8.69; FedEx (service not itemized) $5.05,Carrier re-rate after label $8.69; Billed above label cost $5.05
TSHRT135135BLK,Silhouette T-Shirt Shadow Box - 13.5x13.5 / Black,1,13.72,FedEx (service not itemized) $13.72,Billed above label cost $13.72
329325489782685738,Americanflat Picture Frame with Wide Molding with Mat - Modern Wide Picture Frame - Plexiglass Cover - Hanging Hardware - Includes Easel,1,13.71,FedEx (service not itemized) $13.71,Billed above label cost $13.71
MP-MDF-WBDIST-0406-DBLUE-3OP,Americanflat Tri-Photo Frame for Western Home Decor - 4x6 - Rustic Turquoise Blue,5,13.71,UPS Ground Saver $12.78; USPS Ground Advantage $0.93,Carrier re-rate after label $13.71
LX1114GLD,Streamline Matted Picture Frame - 11x14 with 8x10 Mat / Gold / 1 Pack,3,13.69,FedEx (service not itemized) $13.69,Billed above label cost $13.69
GRAD1116WALNUT,Americanflat 11x16 Walnut Graduation Frame  2 Opening Mat Displays 8.5x11 Diploma or Certificate and Tassel. Tempered Shatter-Resistant Glass.,5,13.65,FedEx (service not itemized) $8.23; UPS Ground Saver $5.42,Billed above label cost $8.23; Carrier re-rate after label $5.42
520066901788196870,"Americanflat Black Picture Frame Gallery Set - Shatter-Resistant Glass - White Mats - 9 Pack - Multi - Size for 8x10, 11x14, 16x20, 18x24",6,13.52,FedEx (service not itemized) $13.52,Billed above label cost $13.52
PRO_MW1114PBRASS,Americanflat Picture Frame | Includes Mat | Classic Molding | Signature Collection - 11x14 / Gold,2,13.51,USPS Ground Advantage $7.11; UPS (service not itemized) $6.40,Carrier re-rate after label $13.51
PS810WH5PK,Classic Gallery Picture Frame | Set of 5 | Galleria Collection | Includes Mat - 8X10 / White,3,13.5,UPS Ground Saver $9.49; USPS (service not itemized) $3.65; FedEx (service not itemized) $0.36,Carrier re-rate after label $9.49; Billed above label cost $4.01
ALU0810BLK0507,Brooklyn Portrait Picture Frame - 8x10 / Black,3,13.47,UPS Ground Saver $12.63; FedEx (service not itemized) $0.84,Carrier re-rate after label $12.63; Billed above label cost $0.84
MP-MDF-CF-1218-BLACK-2810,Americanflat 12x28 Collage Picture Frame - Fits Two 8x10 Photos or One 12x18 Picture - Black,3,13.45,UPS Ground Saver $12.79; FedEx (service not itemized) $0.66,Carrier re-rate after label $12.79; Billed above label cost $0.66
PRO_MW1114PNICKEL,Americanflat 11x14 Silver Picture Frame - Displays 8x10 With Mat or 11x14 Without Mat - Composite Wood with Shatter Resistant Glass,6,13.41,USPS Ground Advantage $9.58; UPS Ground Saver $3.77; FedEx (service not itemized) $0.06,Carrier re-rate after label $13.35; Billed above label cost $0.06
WB1822BLK,Gallery Poster Frame with Wood Grain Finish | Epic Collection - 18X22 / Black,8,13.36,USPS (service not itemized) $9.85; FedEx (service not itemized) $3.50,Billed above label cost $13.36
MP-PVC-PS-0812-BLACK-68-2PK,Americanflat 2 Pack of 8x12 Frames with 6x8 Mat - Plexiglass Cover - Black,8,13.35,USPS Ground Advantage $13.18; FedEx (service not itemized) $0.17,Carrier re-rate after label $13.18; Billed above label cost $0.17
LX0811BLK-2PACK,Americanflat 8x11 Picture Frame in Black with Shatter Resistant Glass - Horizontal and Vertical Formats for Wall and Tabletop (2 Pack),2,13.31,UPS (service not itemized) $8.27; UPS Ground Saver $5.04,Carrier re-rate after label $13.31
LX1418BLK57,Americanflat 14x18 Picture Frame with Polished Plexiglass - Use as 5x7 Frame with Mat or Display 14x18 Photo Without Mat - Black,4,13.28,UPS (service not itemized) $11.47; FedEx (service not itemized) $1.05; USPS Ground Advantage $0.76,Carrier re-rate after label $12.23; Billed above label cost $1.05
MPCANGWA281P17172040,Americanflat Floral Canvas Wall Art Wildflowers Pink and Blush 20x40 Inch,2,13.25,UPS Ground Saver $13.25,Carrier re-rate after label $13.25
ALUFF0507BLK,Americanflat Aluminum 5x7 Floating Picture Frame - Use as 4x6 Picture Frame or Display 5x7 Photo - Photo Frames for Wall Display - Black,4,13.17,USPS Ground Advantage $10.87; UPS Ground Saver $2.30,Carrier re-rate after label $13.17
AZ-PES-PILL-A281P227-1616,"Americanflat 16x16 Decorative Throw Pillow with Sewn-in Insert - Soft Square All-in-One Cushion for Sofa, Couch or Bed - White and Indigo",1,13.16,FedEx (service not itemized) $13.16,Billed above label cost $13.16
PS1319BK11172PK,"Americanflat 13x19 Picture Frame with Mat for 11x17, Black, 2 Pack",3,13.1,UPS Ground Saver $12.88; FedEx (service not itemized) $0.22,Carrier re-rate after label $12.88; Billed above label cost $0.22
MP-PVC-PS-1216-BLACK-5PK,Americanflat 5 Pack of 12x16 Frames - Plexiglass Cover - Black,3,13.09,USPS Ground Advantage $12.93; FedEx (service not itemized) $0.16,Carrier re-rate after label $12.93; Billed above label cost $0.16
PS0812GLD685PK,Americanflat 8x12 Picture Frame with Polished Plexiglass - Set of 5 - Use as 6x8 Frame with Mat or Display 8x12 Photo Without Mat - Galleria,3,13.03,UPS Ground Saver $13.03,Carrier re-rate after label $13.03
MP-PVC-PS-0810-NAOAK-57-2PK,Americanflat 2 Pack of 8x10 Frames with 5x7 Mat - Plexiglass Cover - Natural Oak,5,13.01,USPS Ground Advantage $8.15; UPS Ground Saver $3.34; UPS (service not itemized) $1.46; FedEx (service not itemized) $0.06,Carrier re-rate after label $8.91; Billed above label cost $4.10
WB0608DFBL,Americanflat 6x8 Rustic Picture Frame in Turquoise Blue with Textured Wood and Polished Glass - Horizontal and Vertical Formats,3,13.01,UPS Ground Saver $13.01,Carrier re-rate after label $13.01
MW1111BLKNOMAT,Picture Frame | Classic Molding | Signature Collection - Americanflat - Black / 11x11,8,12.99,UPS Ground Saver $7.06; USPS Ground Advantage $5.32; FedEx (service not itemized) $0.61,Carrier re-rate after label $12.38; Billed above label cost $0.61
450309315130802251,Americanflat Aluminum Picture Frame with Mat - Metal Photo Frame - Black Metal Molding Frame - Shatter Resistant Glass - Hanging Hardware,1,12.95,UPS Ground Saver $12.95,Carrier re-rate after label $12.95
MP-MDF-SBD-0810-GWOOD,Americanflat 8x10 Front Loading Shadow Box Frame and Display Case for Keepsakes - Grey Wood,4,12.94,UPS (service not itemized) $8.25; UPS Ground Saver $4.69,Carrier re-rate after label $12.94
WB1824DSTPC,Americanflat 18x24 Poster Frame in Grey with Polished Plexiglass - Horizontal and Vertical Formats with Included Hanging Hardware,5,12.92,UPS Ground Saver $11.66; FedEx (service not itemized) $1.26,Carrier re-rate after label $11.66; Billed above label cost $1.26
MP-METAL-HG-BV-0507-BLACK,"Americanflat Hinged 5x7 Picture Frame with Wide, Beveled Molding and Shatter-Resistant Glass - Metal Picture Frame Displays Two 5x7 Photos - Black",5,12.84,UPS Ground Saver $12.84,Carrier re-rate after label $12.84
431784813619036162,Americanflat 11x14 Picture Frame with Decorative Inner Mat Accent - Use as 8x10 with Mat or 11x14 without the Mat - Statement Frame with Shatter-Resistant Glass,1,12.81,UPS Ground Saver $12.81,Carrier re-rate after label $12.81
MP-PES-SHOW-7275-PINK-WAF-SL,"Americanflat 72x75 Hookless Waffle Pattern Shower Curtain - Water-Resistant Long Shower Curtain with Sheer Panel, Snap-In Liner, and Grommets",6,12.79,UPS Ground Saver $9.46; USPS Ground Advantage $3.00; UPS (service not itemized) $0.33,Carrier re-rate after label $12.46; Billed above label cost $0.33
MP-WPC-GSD-2028-WHITE-1624,"Americanflat 20x28 Gallery-Style Picture Frame with Mat to Secure Artwork, Prints, and Photos - White",5,12.77,USPS Ground Advantage $11.59; FedEx (service not itemized) $1.19,Carrier re-rate after label $11.59; Billed above label cost $1.19
MP-PVC-PS-1620-WHITE-1114-2PK,Americanflat 2 Pack of 16x20 Frames with 11x14 Mat - Plexiglass Cover - White,2,12.71,USPS Ground Advantage $11.32; FedEx (service not itemized) $1.39,Carrier re-rate after label $11.32; Billed above label cost $1.39
PS1117MAH8122PK,Americanflat 11x17 Gallery Wall Picture Frame Set of 2 Polished Plexiglass with Removable Mat - Home Gallery Wall Decor for Photos and Art - Mahogany,4,12.69,FedEx (service not itemized) $12.69,Billed above label cost $12.69
MP-ABS-0810-BLACK-6PK,Americanflat Front Loading Picture Frame Set - 8x10 - Black - 6 Pack,2,12.61,UPS (service not itemized) $12.61,Billed above label cost $8.03; Carrier re-rate after label $4.58
MP-ALU-FF-0507-BLACK-2PK,Americanflat Floating Aluminum & Plexiglass Frame - 5x7 - Black - 2 Pack,2,12.55,UPS Ground Saver $12.54; UPS (service not itemized) $0.01,Carrier re-rate after label $12.54; Billed above label cost $0.01
MP-MDF-MW-0814-BLACK-46-3OP,Americanflat 8x14 Collage Picture Frame to Display 3 Photos at Once - Black,4,12.5,USPS Ground Advantage $12.50,Carrier re-rate after label $12.50
MW0912WALNUT68,Americanflat 9x12 Picture Frame in Walnut - Displays 6x8 With Mat and 9x12 Without Mat - Composite Wood with Shatter Resistant Glass,3,12.5,UPS (service not itemized) $6.40; FedEx (service not itemized) $5.11; UPS Ground Saver $0.99,Carrier re-rate after label $7.39; Billed above label cost $5.11
WMW1723BLK1319,Oversized Gallery Picture Frame with Mat | Hudson Collection - 17x23 / Black / 13x19,6,12.46,UPS Ground Saver $11.61; FedEx (service not itemized) $0.85,Carrier re-rate after label $11.61; Billed above label cost $0.85
WB2030MAHPC,Gallery Poster Frame with Wood Grain Finish | Epic Collection - 20x30 / Mahogany,3,12.44,FedEx (service not itemized) $6.44; UPS Ground Saver $6.00,Billed above label cost $6.44; Carrier re-rate after label $6.00
DO8511MWWA1,Document Frame Mahogany with Polished Glass - Horizontal and Vertical Formats for Wall - 8.5 x 11 - Americanflat,5,12.42,UPS Ground Saver $12.42,Carrier re-rate after label $12.42
MP-PES-SHOW-A281P1001-7275-SL,"Americanflat Hookless Floral Shower Curtain with Sheer Panel, Snap-In Liner & Grommets, 72"" x 75""",5,12.34,FedEx (service not itemized) $12.34,Billed above label cost $12.34
WMW1212PBRASS1010,Americanflat 12x12 Picture Frame with Shatter-Resistant Glass - Use as 10x10 Frame with Mat or Display 12x12 Photo Without Mat - Wide Square - Gold,3,12.32,UPS Ground Saver $12.32,Carrier re-rate after label $12.32
431784830798905346,Americanflat 16x20 Picture Frame with Decorative Inner Mat Accent - Use as 11x14 photo frame with the Mat or as 16x20 frame without the Mat - Statement Frame with Polished Plexiglass,4,12.27,FedEx (service not itemized) $8.27; UPS Ground Saver $4.00,Billed above label cost $8.27; Carrier re-rate after label $4.00
LX0406BLK,Americanflat 4x6 Picture Frame - Tempered Shatter-Resistant Glass - Black,3,12.23,UPS Ground Saver $10.14; FedEx (service not itemized) $2.10,Carrier re-rate after label $10.14; Billed above label cost $2.10
549051464913223686,"Americanflat Adjustable Tabletop Easel Stand for Picture Frames up to 18"" - Ideal Picture Frame Stand to Display Art, Signs, or Photos - Black",7,12.21,FedEx (service not itemized) $12.21,Billed above label cost $12.21
WB2028WHT,Americanflat 20x28 Picture Frame with Polished Plexiglass - White Picture Frame - Wide Photo Frames Made of Engineered Wood - Epic - White,3,12.2,FedEx (service not itemized) $12.20,Billed above label cost $12.20
MW0816DWOOD357,Americanflat 8x16 Collage Picture Frame with Three 5x7 Displays in Driftwood - Composite Wood with Shatter Resistant Glass Wall,2,12.16,UPS Ground Saver $12.16,Carrier re-rate after label $12.16
PS1212BLK5PKNOMAT,Galleria Unmatted Picture Frame - 12x12 / Black / 5 Pack,2,12.16,FedEx (service not itemized) $12.16,Billed above label cost $12.16
BJ5060BXFLWSPNK,Americanflat 50x60 Jacquard Fleece Throw Blanket - Pink Flower Polyester Fleece,2,12.12,FedEx (service not itemized) $12.12,Billed above label cost $12.12
A281P172PILL2020BW,"Americanflat 20x20 Decorative Throw Pillow with Sewn-in Insert - Soft Square All-in-One Cushion for Sofa, Couch or Bed - Black and White",3,12.11,FedEx (service not itemized) $12.11,Billed above label cost $12.11
LX0912WHT68,Americanflat 9x12 Picture Frame with Shatter-Resistant Glass - Use as 6x8 Frame with Mat or Display 9x12 Photo Without Mat - Streamline Collection,1,12.11,FedEx (service not itemized) $12.11,Carrier re-rate after label $12.11
MPCANFA281P17151530,"Americanflat 15x30 Canvas Wall Art Featuring a Sandy Shore, Green Hills and Blue Ocean - Coastal Wall Art",3,12.07,UPS Ground Saver $12.07,Carrier re-rate after label $12.07
MP-MDF-0808-BLACK-44,Americanflat Picture Frame with Mat - Wood with Glass Cover,3,12.06,UPS (service not itemized) $9.73; USPS Ground Advantage $1.35; UPS Ground Saver $0.98,Carrier re-rate after label $10.71; Billed above label cost $1.35
CF1222BLK846,Americanflat 4x6 Collage Picture Frame  - Multi Picture Frames Fit Eight 4x6 Photos or Use as One 12x22 Frame for Wall Display -- Black,5,12.05,UPS Ground Saver $12.05,Carrier re-rate after label $12.05
MP-ALU-AL-0912-BLACK-68,Americanflat Aluminum 9 x 12 Picture Frame - Black,5,12.05,UPS Ground Saver $11.98; FedEx (service not itemized) $0.07,Carrier re-rate after label $11.98; Billed above label cost $0.07
MP-MDF-A4-WHITE,Americanflat A4 Picture Frame - White 8.3x11.7 Frame with Engineered Wood and Shatter-Resistant Glass for Tabletop and Wall Display,3,12.01,UPS Ground Saver $11.37; USPS Ground Advantage $0.64,Carrier re-rate after label $12.01
MPCANGWA281P17132436,"Americanflat 24x36 Canvas Wall Art Featuring Beige, Brown, Blue and White Tones with Hand-Painted Accents and Gold Foil -Landscape Wall Art",2,12.0,UPS Ground Saver $12.00,Carrier re-rate after label $12.00
MP-PVC-PS-1117-BLACK-5PK,Americanflat 5 Pack of 11x17 Frames - Plexiglass Cover - Black,3,11.87,USPS Ground Advantage $11.27; FedEx (service not itemized) $0.60,Carrier re-rate after label $11.27; Billed above label cost $0.60
